"","Dim1","Dim2","Dim3","Dim4","Dim5","Dim6","Dim7","Dim8","Dim9","Dim10","Dim11","Dim12","Dim13","Dim14","Dim15","Dim16","Dim17","Dim18","Dim19","Dim20","Dim21","Dim22"
"1",-39.960999471605,-31.1190249313175,-1.6207887585443,6.24602505575192,4.34202704791864,-4.91090556822718,11.022252686536,7.413255190856,-10.9898374876156,-13.8214115655983,0.938596860478652,-5.77282518163632,8.17849743271565,-7.17761578357512,-11.2452076826613,-1.21646316483909,4.52622482937141,1.12374935058653,-4.06422850378545,-0.456195806419719,-6.05934121358167,7.2013958472962
"2",-37.2067262042758,-33.6502839179535,-5.09000766766136,5.33568884395397,3.09074814808957,-5.62427146914392,12.3006043429226,9.30201668738748,-7.10039831341993,-11.8814841224626,3.01128834745436,-5.18338089059953,5.35192992704229,-3.82558349640437,-11.2881530879559,-2.95317952940319,5.44385500592517,0.141653290987716,-3.44151813248832,-1.44575730658794,-5.73844136091652,6.23534816675804
"3",-33.7799483392647,-33.1980993572982,-0.827690278516915,6.57730137361965,5.99457897734883,0.256939945617363,10.9296017270284,11.8772111125421,-5.02611577441271,-11.754418974727,1.60979918214656,-1.88531904986263,3.71821680688417,3.51121994613853,-7.15360894128489,-2.33850024688722,4.81477309519974,1.52496578095226,-3.73526046050642,-1.26613534405837,-1.29644753774712,4.59371511039532
"5",-36.2001738983114,-34.3335905891518,-4.93448739632152,5.84864902678173,3.43173479814709,-5.30329627868868,12.0082870992445,9.43091791641534,-6.42294320329323,-10.7865313404756,3.49342528194116,-5.16426953540549,4.4359169316033,-3.41472344134281,-10.2434291278863,-3.02735505351249,4.94642187161982,0.355237812855906,-2.99247326598084,-0.518203099924583,-6.12348518131366,5.5478037207416
"6",-36.6912401326219,-33.2611852269613,-4.64823610615308,5.19065907975789,3.1059538524902,-5.48418217647852,12.2253429442976,9.56716507386377,-7.08746326758851,-11.596284055459,2.90149099825301,-4.94836308717314,5.19336188542074,-3.29204536635864,-10.9997932398565,-3.088015187739,5.19310396887876,0.0470983773939289,-3.30283256378116,-1.73956647864526,-5.2422457051146,6.30322855448618
"8",-31.6604412246841,-35.841693661273,-3.04697375765454,7.89276463745996,10.2139998043248,4.54463431596491,2.44610046456867,7.62380807299928,-7.92963882937022,-12.061170848638,5.09967716198127,-2.94715722719082,-0.277386206983283,-0.840224016434065,-6.80411528740617,-0.158783744333736,7.13397450668934,0.624360734600501,-1.61769680114285,1.15695031904076,-1.13317107361202,3.44799823401047
"10",-32.6445228975804,-34.6337789588223,1.30063254586037,8.18795323946791,10.9074261565429,2.46421100399548,6.1122343348526,13.4924468052294,-5.25434742912575,-13.8075431242395,2.56802818230347,-2.30822510392933,2.65963274361316,2.34118139013783,-8.09743283454436,-1.35339851133045,6.65575259165483,2.44642045474032,-2.81120636010916,3.2894554538561,1.89986543101757,3.68341411332719
"11",-33.8467184133225,-32.0987665306943,-0.526456667145273,6.52270085555472,9.77565597337815,3.11832305757681,2.45123987382523,6.22446232930376,-11.0661961356486,-13.7308871507069,4.26010801623322,-3.66449697071048,3.1600857710998,-3.29124863005957,-9.10253517253469,1.23305952838387,5.51298394165201,2.15480065376949,-3.29884755445491,1.35577981809074,-3.03047398498778,4.12606519447379
"12",-37.0551066988262,-34.1445771213198,-4.35061376995395,5.94925714425265,3.48499665986758,-4.93046779938764,11.6685193877783,8.70473750571426,-7.59731164409131,-11.7365421835875,2.86726530583721,-5.48608097844244,5.22462983877689,-4.31641459888244,-10.5928844977796,-2.49226127127653,5.46087442633337,0.818431773067414,-2.99412637702116,-0.882966562466186,-6.66874226683912,5.99724069084941
"13",-33.6370201197711,-26.5704845240239,-5.65467026430709,2.20313448278767,-0.353088332803295,-5.48575164232626,13.909315328998,12.8498189760035,0.575324332514594,-9.88417466967369,1.95400527668239,1.49744940110594,5.74596589952669,1.85531654817517,-8.78170439962673,-2.69257935845945,4.90937594462303,-1.58275936067806,-7.86546747306845,-4.70527340920514,2.30434185298163,4.47392683678587
