"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10"
"1",-9.8378169034939,-4.38890866116544,0.200635537747546,-1.30683194641404,4.08964718219262,-3.71258384168401,-1.67671900056516,-1.52985893405487,3.10448204706136,-2.43347732217373
"2",-8.1061106042975,-4.53740140798208,0.91620086390528,-2.13799410204499,3.05331530897508,-3.18377918400776,-1.98500981738386,-0.352763467617923,1.35981779067221,-2.53750196318424
"3",-10.3757848969255,-4.21065916453687,-0.025857159976385,-0.194338067232114,2.5940239146045,-4.11561630264263,-2.22398699588869,0.000483242758674868,1.88208404547871,-2.87235230160924
"5",-7.23559134861407,-4.28327132212363,0.666084657764163,-0.907130492123805,2.97697710163656,-3.24869711187769,-3.41247162379953,0.543152589063847,1.89850811265012,-2.35942948167595
"6",-9.20061980459603,-4.55447783781008,0.677049615710768,-1.74472890940314,2.37201847205327,-3.80257953109932,-2.17489169304598,-0.155730717185953,1.77130837788482,-3.00044111009443
"8",-6.18699154022564,-4.53734251566871,1.1278372223728,-1.65562744937506,3.23922939006515,-1.82549205056384,-4.18063446329878,-0.522594387605952,0.308784862109605,-2.58656744017858
"10",-8.04698409370755,-3.10633253578673,-0.599520638515515,-1.11723204735851,3.0324282594798,-2.55377269390001,-4.02786040230068,0.565776596521923,1.19575786112062,-1.82056060435647
"11",-8.3321582600826,-3.6545706842129,0.163200240421609,-1.667284104538,3.84316084464979,-2.7867443474517,-1.8900813102815,-1.01787112948315,1.22748401513675,-2.5163626006376
"12",-8.70844511358761,-3.89398923621232,0.128034954138941,-1.37520857213457,3.08240858936039,-2.60172210683518,-1.90967515047054,-0.728051309256825,0.944484270918174,-2.07869692073299
"13",-7.66810203606388,-5.10693318639087,0.330483182919827,-0.242698098583629,1.25923423541313,-4.04496335227127,-1.34572443390445,0.36178767288546,3.51662102139355,-2.01210719923758
"14",-8.7647450346083,-5.02496749375772,0.676060533396558,-1.25778956867496,3.2481167282178,-2.76391826046931,-2.16865974932825,-0.906836057116955,1.21440141629856,-3.78773656018208
"15",-8.91999939435461,-4.05784086729879,0.137706033353459,-0.550011390574704,4.07469019158907,-3.33403488731356,-2.08620099193091,-0.29192271119545,2.05833556070675,-2.88902322410395
"16",-7.83397197768322,-4.42287162419398,0.569518809411761,-1.18349644715249,1.30711912833736,-3.18785613891134,-2.75160635503133,-0.0927106691874993,2.01055644609108,-3.95464068752169
"19",4.41455274670312,4.96142789783848,0.63804338062532,-0.897652221427747,3.66133439349214,0.321297496278777,-1.20728611956536,1.75691568996413,0.398707062576264,1.26032502509212
"20",10.7049907582428,4.73222657564035,1.48226732029501,-1.4997940754386,2.8184969697327,-0.215980983918873,0.101718551268684,1.42152802813581,0.836996426298373,-1.87582608971905
"21",8.47401591237341,4.53473330035762,1.07472609921597,-0.79303504850325,1.58592539787275,-0.025862347833534,-0.753465450583803,2.0159113187422,0.63574564446771,-1.168083615794
"22",7.78824704355342,4.5559698742455,0.071813827990976,-1.56623475798395,2.15958878107076,0.699719491833374,-0.306419982644478,1.08620832711917,1.20927747087283,-0.890316371925606
"23",4.02136632548654,4.62144071989951,-0.943275575578547,-0.038855652958827,3.22089488583258,0.488327603670552,-1.76336254566955,2.36877164487602,0.965505117854486,-0.429683180658034
"24",8.53416633239069,3.33737381435263,2.52819002636926,0.128247382030271,-1.17141221796118,0.695975070312382,-0.784475689596895,1.35218426459686,3.98745458680794,-0.506100421057971
"25",5.06697919684154,4.11950906171878,0.583155604255291,-1.20120784616151,0.979826697631633,1.17648776611987,-0.688780384665087,2.80807782648268,1.83018503682984,-1.32917433645411
"26",5.18882448402474,4.49294173648392,0.804418156219217,-0.830132655402321,1.92476396975373,0.603496125118287,-0.921763782733924,1.61956499243647,0.946083251526952,-0.525760336154086
"27",5.98552694822695,4.64598921776272,0.0344800899615659,-1.33937310227311,2.24215426371371,0.18520597549077,-0.319132732524793,1.13827939411822,1.4209607685992,-1.16486058708661
"28",9.67582415189976,4.13578660834926,1.96325645551849,-0.758608322261951,1.45835017591902,0.0960190548111112,-0.713847293836431,1.2209471131819,1.5062828661898,-0.989596413706765
"30",10.7047587259126,2.78305657696646,2.12634058743792,-0.0120751943362271,0.00164088616304615,0.488028776939895,-0.205538180252404,1.56411365812135,1.92852419835729,-1.86321595612407
"31",9.02720664239916,4.04623385627769,2.61288043462678,0.224100033433022,-0.0555911101169513,1.5775669694535,-0.618758087289215,2.12425981292129,1.8082489079003,-1.75779927889588
"32",7.80489868476275,5.20551125486674,2.0936477636065,-0.735881332557393,2.70256492267371,-0.179288353093782,-1.39467138208184,1.762250520698,0.350543763657076,-0.844367693284778
"33",1.46842093510442,-1.48352608447464,1.38129907058313,-2.7577436155115,-2.13179498478673,0.4920703784657,-1.43477105613724,-0.705322476093663,-2.98459564909489,-0.865202890178162
"34",2.82144506878139,-1.44927072686445,0.460858699209597,-2.03608943544626,-1.79728145982938,-0.757519876423999,-0.725424911922263,0.735206829550549,-1.98393054123511,0.313566584426896
"35",2.42838039750039,-1.62396354018606,0.886447735885499,-2.63478495637303,-2.58237177229312,-0.27529327111037,-1.11487468068402,-0.405312312340819,-2.161317963462,0.373700854241153
"36",2.1123001766973,-2.27046049023595,1.08948469982915,0.308333945333343,-2.79005599587435,0.0304274978350739,-0.311202131289572,-0.796049719208983,-0.663145945727013,1.11147731956993
"37",1.07029201449364,-2.71959232523604,1.38132288364439,-0.182313585677115,-2.95347241623877,0.482421126701499,-1.5031475833532,-0.807602789522454,-1.42133665993962,1.95648922863841
"38",1.32767849468426,-2.31888977002265,0.772315619207423,-1.39673054806234,-2.54254372273327,-0.874606957679228,-1.075138319313,-0.602052886145312,-1.92819441504332,0.296931177752936
"40",1.86246427451977,-1.87180486419685,0.845840752713643,-2.193625881734,-2.14522530594352,-0.549354482401009,-0.584574717400052,-0.59085753632737,-2.8570358806095,0.0626188696043602
"41",1.70239619990097,-1.89058182046174,0.431603572095748,-3.62426077540864,-2.50245740764281,-0.922377243660746,-0.843121203298534,-0.532809322312464,-3.17104143301014,0.144077134564948
"42",1.4975520785427,-2.05456280749363,0.99780686232583,-2.55044384697871,-2.66061965683654,-0.223837226097308,-1.40086316645236,-0.381235382090159,-1.37817017850467,0.665928584972572
"44",3.23728314253254,-1.1291394267843,0.0705069441066448,-2.91042483236946,-1.87140613692144,-0.687406892563183,-1.44540783177125,0.354695127479954,-3.36652133065917,-0.103131492063803
"45",1.11116094186051,-1.28438781616752,0.733105994016113,-3.45235556405301,-2.59555939449764,0.567380192190213,-2.00540120437515,-0.751939685752868,-2.34041413722864,0.90786595834865
"47",1.18138490910514,-0.532130047076173,0.541623868056886,-3.01339746382409,-1.27293141236156,1.04769606562502,-0.609654077020999,-1.36512674282261,-2.07489229531775,-0.544175254340873
"48",1.27028049374884,-2.34016014756131,0.666848836269751,-1.47533691917088,-1.77989423206852,0.283343831158268,-0.112348625039347,0.389526177902392,-1.84211992940625,0.464215230907027
"49",-9.04343958925855,-2.97642511421297,-1.71821154028914,0.393778992782416,6.26516268847187,-1.93221387034762,-9.49352631296624,2.16309751378474,5.88728913150867,-0.535099825861267
"52",-8.18473342436185,-2.43536885527587,-1.78806905571396,-0.323807651885467,7.57991826212088,-2.12286774034093,-8.78122541796522,2.1622908865484,6.2375575029114,-0.320319654377746
"53",-8.58887205060513,-2.15447662143336,-1.69981796991953,-0.78625631980949,7.66273926999395,-1.95120815662926,-8.3786146394568,2.37456225498553,5.45342710498391,-0.718210113334319
"54",-7.52705413127399,-3.01323097194379,-0.731011359325597,-1.77065701103647,8.32682746421223,-1.48796182688481,-8.37161480077355,1.49428040845547,5.23703519084923,0.306190243660107
"55",-6.91284491965908,-2.22506579409465,-1.44587296090314,-0.626942207502113,7.82907788699899,-0.886125356044159,-8.82477717769654,2.71235725290043,5.55275382582279,-0.0319211687128749
"56",-8.86065047299588,-3.25282158987736,-1.10663502363484,-0.060830159008623,7.44999332372878,-2.17814370782977,-8.03849898811598,1.56408582376943,5.77607199716874,-0.444783751508157
"57",-9.10310855791539,-3.39682088163169,-1.34020016206278,-0.0462842637507403,5.43957418487701,-2.51633002469924,-8.048296825125,2.43855841083608,5.60427614030143,-0.597651013640656
"58",-8.50952360550433,-2.69546922300564,-1.60128744411941,-0.429422138232682,8.09652971955733,-1.65619268876518,-8.37754040454156,2.04453286154039,6.09175267589788,-0.253374018931393
"60",-8.84002274260656,-2.35066467016982,-2.1015502280693,-1.01077606793865,7.73420336729473,-2.07686908478624,-8.92650440313322,2.15068336358828,6.05489314940858,-0.550304214393831
"61",-6.57490242528579,-2.96389953299379,-0.889830885787024,-0.264525140069875,6.82884639371176,-2.04927773463589,-8.58863804999541,2.21615943503684,5.3289884901612,-0.276618036437231
"62",-7.86271689572241,-2.269868262861,-1.77261058908072,0.296796997126301,6.58651868639968,-2.12311556878229,-8.43184092552982,2.38675052834146,6.4515101570025,-0.510482308193566
"63",-8.45015976433487,-2.72246142444764,-1.57335086916197,-0.746234279289534,7.07572372208478,-1.37270767925453,-9.40169476451157,1.8512061684311,4.68822390336348,-0.0227692713014722
"64",-8.26202404860972,-2.2502636568248,-1.77311559994868,-1.12398171850455,7.44824019558267,-1.45783302397913,-8.76358455915893,1.49239468827736,5.96845612569811,-0.378766178459196
"66",-4.80561943094526,4.04504505002943,-3.66671703514488,0.122967665681114,-2.02097904196663,-0.491795109241389,-0.68844893036401,0.671058090812228,2.59887887624334,0.148433555961509
"67",-6.25621604622985,4.68689068783524,-4.4741147791443,1.01892667515671,1.77143125706558,1.38427089732827,-1.30355046631824,0.506275420199095,0.734053112231249,1.02443542104296
"68",-5.78073728882376,4.28583300866833,-4.10492444846125,0.0109847842385446,-0.849033628701249,-0.00182252854055818,-1.37343309107311,1.16335607205822,1.49193511344218,0.232076902254518
"70",-5.89668321781573,4.08597579105672,-4.53402384967683,1.58521177081736,-0.449992273120471,0.528033211408174,-0.857613314155833,1.86692696712958,1.10424242925406,-0.827727571094635
"71",-5.93576647651306,4.58964753545664,-4.4967890920688,0.645461551911771,-1.04453669537529,0.462612646099927,-0.938775648667022,1.12329004344934,2.4064071537191,-0.13979338112241
"72",-5.7947581428077,4.4938354155721,-4.38677115126065,-0.766945707493267,2.02901298044953,1.19791044132316,-1.62479944894651,1.34625689251,1.0580563956761,1.61204105896284
"73",-6.56809551196918,5.23224387852112,-4.79496931768261,0.275811699996411,1.10656620569265,0.695576717681687,-0.95045190136339,0.141496576792385,1.85612159067022,1.51739941725088
"74",-5.44954443439029,4.40709685222469,-4.10063257541104,0.68636821948881,0.255103474757874,-0.270731213667529,-1.15273877843412,1.50784313885092,1.75956453139332,-0.360742013010881
"75",-5.05292621532318,4.28395540885498,-4.58921585694199,0.787079348331599,2.15932639790386,-0.124090132121038,-2.35926204530064,2.80640858645562,2.25242634961779,0.837463826537863
"76",-7.41133451758663,3.68385622815148,-4.7297369767873,2.15557692157373,1.88569503433356,2.10147841030588,-1.90839084565025,0.94602432791851,0.956959390650065,0.52586130470587
"77",-6.28141282434426,4.18636677493687,-4.92506788873064,0.855391602794978,-0.408773382962546,-0.325367545724872,-1.14360544749384,2.01149397899098,2.21463196705194,-0.0342803454416452
"78",-5.24790191893008,3.42851252042205,-3.90362806830352,0.0423914928529258,-2.03116237077089,-0.657624066940227,-1.04760768129681,2.41922291424073,2.29447557895393,-0.288873346370835
"80",-5.86032517718862,4.51407991283356,-3.89321230756945,-0.0934036191098815,1.84873951245047,0.171030170079537,-2.03937619463549,1.06133803530215,2.00822353640477,0.27717872791563
"81",-10.2555398114602,1.40191652745005,-4.88356691877245,1.35475766841726,0.178737976104772,-2.88184822604877,1.69298415410533,2.25934551548195,-0.6305298337178,1.71509068480943
"82",-9.67092740524088,2.11628956487804,-5.60572442656505,1.9210928965127,0.744113765913722,-3.02324762493221,0.884269867215836,1.12472479932968,-0.911325090042652,0.982627513882927
"83",-10.1486666688975,0.358273689371087,-3.97152731378803,0.356735914244284,0.639622632834425,-3.76195663261328,1.17863480632685,1.89224469642955,-1.22816467809392,2.02061057657371
"84",-5.49760947122373,2.18239532796356,-4.72179522115938,0.279968425263565,0.935609486666212,-2.26040806850108,0.854927250904086,2.27183688894497,-1.37128900339333,1.68555268536875
"85",-9.39560525693342,1.54053186555577,-5.29050014328769,1.14133003452338,-0.244069418294732,-3.5890873248254,1.62418840569133,2.03828001208932,-1.18896669822898,1.62624261177809
"87",-11.1222042114135,1.73320056455294,-4.81991081025348,1.12817939518709,-0.024489793037411,-3.1919372996465,1.78704622788936,2.05167014570243,-0.902678909977156,1.32289344846388
"88",-8.38028403974026,0.259639954809582,-4.21331187510554,0.596106768192283,-2.6740513817729,-3.8284467350737,1.41170949764596,2.04294253844391,0.513262508622732,0.974109460234044
"89",-6.13852489042709,-0.553186390183405,-2.79003727172184,-0.356285582120911,-1.67371964246063,-3.18330264908153,2.2163376840185,1.68051634715244,-0.198600070164248,1.4144983762347
"91",-7.52449026313262,0.903352187557824,-3.87352704056196,1.4841689947618,-1.85101611967461,-3.22322961730107,1.11174871345545,2.07972771582229,0.624192651123885,0.625876085578156
"92",-10.2335291268485,0.697438294010995,-4.90059037657812,1.44891474038091,0.33559075080078,-3.38082215326221,1.36508911876212,2.21040818801617,-0.972322486486778,1.7550606049945
"93",-8.02164623032365,0.722806800991336,-3.37972695239312,-0.494925851611969,0.823415515357399,-1.7257150194085,2.03592579165924,1.86597187413205,-1.37571185887237,1.76515011546235
"95",-7.00165276180392,1.97601527537592,-3.3762152171509,1.12725146066171,0.440083366630752,-2.22598090033409,0.405270948109772,2.26390192347903,-1.07670693047346,1.20102540099839
"96",-8.56168865954975,1.65310968859549,-3.67827450852247,0.647789444328982,0.108473151329871,-3.15716927794978,1.04373613416726,2.69889299778715,-1.66968180315208,1.20981712977631
"97",-5.96186012156453,-5.90068243270229,1.37702179551831,1.30375819390291,-1.52361731025405,-2.17739928899967,0.541006928124508,1.80938216933658,1.44370030223101,2.23530671000226
"98",-7.38927973693294,-6.15879708741006,1.46359961557758,1.54928953791842,-1.3532732802201,-2.81448359718184,0.97555721622351,1.3300674808857,1.76753141083442,2.63780789031292
"99",-6.4947226035129,-5.81502656776118,1.16722722293085,1.7157460950322,-1.23976510950738,-1.97749526783252,-0.793243910370546,2.44284924359707,1.99767627503363,2.7926118097244
"100",-6.36238659259004,-5.78025144854139,1.22872912847761,2.32750046149739,-0.804236227929556,-2.56317135201917,0.211830520235057,1.55125705678106,0.622183764347045,2.56205585248165
"101",-6.92429882444837,-6.16703021974406,0.668002824763591,2.90497303243628,-0.372832921557159,-2.53887830332792,-0.193386003237823,1.91737903763119,-0.345114270288884,2.30918338960872
"102",-7.30447113104887,-5.57523799326652,0.99758624308005,2.81512361830999,-0.269839079733179,-2.79236365772229,-0.74035444809175,1.93732941714246,-0.426959544805544,1.78631706518599
"104",-5.01019746510253,-6.34796047457743,1.58175993391265,1.30875874752784,-1.15973752457199,-2.07535132937458,-0.219501322779148,1.88765651350264,1.7204715835641,1.75237433362758
"107",-5.07695743266725,-6.49861845363986,1.98842329983368,1.3451899853637,-0.286324005246346,-2.30325581324231,1.3523092961993,1.48423142976208,1.69263430385469,2.12574101464851
