"","Dim1","Dim2","Dim3","Dim4","Dim5","Dim6","Dim7","Dim8","Dim9","Dim10","Dim11","Dim12","Dim13","Dim14","Dim15","Dim16","Dim17","Dim18","Dim19","Dim20","Dim21","Dim22"
"1",-34.0028665029908,-27.4739205460876,2.82111472997992,-2.7334979253287,5.55737096224889,-5.77170249119213,3.4153860063272,-9.29239173969843,-5.72762989450752,-1.68365525987496,7.96646035632797,5.85112395294806,4.69121593600839,-4.37537722683654,-12.1724821039826,2.47825217632833,-11.2617673490628,1.55243030245325,0.627991507771313,-3.52374322376654,3.76192623700302,1.41675482739199
"2",-32.7886361232505,-27.4303442683088,2.29362589179752,-3.2854354615482,5.4108589610323,-5.97600846790031,3.41029222772867,-9.29707226082369,-5.16259755290589,-2.54736737338306,7.84387135106997,5.66304993360191,4.64261465355479,-4.04684871818062,-10.878671570423,2.81394537411092,-11.4106374471971,1.82354185782276,0.276996284569409,-2.74181724394166,3.71089385002621,-0.358451605171297
"3",-31.4658454429058,-26.5340509370785,2.42869192749813,-3.46279768974589,8.85201783663131,-4.21255950228232,6.51974731882838,-4.60484443785099,-1.23411995910325,0.245701012584879,7.83345516242509,3.79166482603806,2.81110655404049,-5.81999424183899,-5.67531571535991,2.18224085988531,-12.3377936810218,1.03724963461973,-0.474330092074673,-4.34516618735302,5.66001708301653,5.92373156371269
"4",-31.6638941749996,-28.4019781163303,1.50513614115797,-4.28016191791068,6.67952807597624,-6.24107382723704,4.55966826121928,-10.7042097662051,-4.80698451739269,-3.07774189903897,5.86909047682372,5.60795177237187,4.60895714960015,-4.27153583439516,-9.45835546052605,2.97903360337136,-10.2312883025804,2.24057946376984,2.48016563496107,-1.9609099961942,4.28806215307677,-2.38760976415296
"5",-31.4196141107888,-28.2358410398111,1.52588553815214,-3.6858942601248,5.78823965957806,-5.593739195698,3.70910592577831,-9.40617802123628,-5.1021674017977,-3.09209491400339,6.69897981673843,5.74483806141389,4.16257815142286,-4.15707741882568,-10.3341787006372,3.25167018800279,-10.6687750445826,2.19257110596389,1.40173468635745,-2.31148416938109,4.1163882716966,-1.51249988996912
"6",-32.1787236320053,-27.3225776467678,2.08801009657701,-3.19783520237667,5.48717523627753,-5.8994515854467,3.72145294276017,-8.8981595487027,-4.87187645384067,-2.25598841907637,7.74175925768485,5.31833318144857,4.42678748025901,-4.04506154633944,-10.2432714848043,3.08465792468795,-11.4117397536222,1.99804404341472,0.142872712232456,-2.65889803776197,4.13055935146696,0.0589456375350152
"7",-32.631765649824,-27.3193753775049,1.54295048836638,-3.53414372788591,5.18286019682832,-5.8651865655405,4.78978276410247,-7.4292177184563,-5.1123501052743,-1.70110035216299,8.24735612222836,3.49947811917856,2.64773696874204,-4.8829681313289,-8.58292980320516,4.38524313847455,-11.9140464172556,1.57115268728212,-0.4180733217072,-2.95702820020891,4.02474561344576,2.15169950019939
"8",-32.6188478370686,-29.4884749588961,1.03499573486178,-1.39853457402962,9.32019399781663,0.331461881183206,4.87650609333448,-9.60898859867231,-1.51310971252915,-4.0414359653012,0.368169406712664,5.18348939144792,6.66922316376381,-4.89862764389076,-7.06108820726108,3.85634074576945,-8.87654375937002,0.158616115138527,-1.18095525829468,-0.627235583375524,5.12155503470488,-2.33836496042197
"9",-35.0849302927716,-23.8480422693082,5.94907042877151,-3.26897401240935,4.75115681584103,-5.32077133950194,-0.561360566635984,-8.71175098195289,-7.50958755566967,-2.77805716953845,7.73298022906025,7.39428377705085,6.16167577899708,-3.42585681482478,-13.5009459599967,-1.57213222302252,-9.25450073013997,-1.43875379228206,-0.766395053100101,-3.84550905872676,-0.524039553022147,1.65217306439915
"10",-31.1969650471656,-26.7048627242031,3.33123364443641,-2.37873959254427,12.5637342946403,-1.56486539158967,8.95534821714271,-4.24444172745567,3.78231264172522,-2.06306891289879,6.5344848060271,5.11233787658195,4.48507450908756,-7.94169659834557,-5.81698659382978,-1.23627207671284,-11.8272234523475,-0.0877416851150172,-3.70064165369536,-5.84653072144829,6.88544471429913,5.27927772585341
"11",-33.5984138286748,-27.3310257373634,2.65578193787884,-1.10902095779617,8.10408356299717,-0.369796475695133,3.9057634715845,-10.9815666649932,-2.45335960701322,-2.11278935859355,1.0703741111587,4.87119602698732,7.66756373573214,-4.52523103560868,-9.49517151764597,4.63810587815862,-9.76988187407428,-0.744566611757788,-3.34316887841044,-1.1765091332662,3.8383879246183,-1.69288444854439
"12",-32.8487047547257,-27.2506358740559,3.25558290800346,-3.73136967540048,5.62775842886961,-4.93632986437975,2.20949377287087,-8.80828564406412,-5.66217235128586,-3.21549396867041,7.63634926225893,6.58456902830202,4.53392820081774,-4.24374994759613,-11.3511925616471,1.54338467885314,-11.3350462125342,0.943974080798883,0.619979423009389,-3.28648156972486,2.99000410841025,-0.494462412930755
"13",-30.3349740636956,-22.1670512906759,-4.58207137822127,-0.618233455101378,2.65179174175989,-10.697967556149,12.7487748614016,-7.3975520555633,-0.0828767025386291,2.31877204509074,5.88757601830559,-0.0482479405388573,1.35923338841112,-3.61780254543524,-4.48652732469325,4.51037250315375,-7.79304111555807,2.09096955207854,-3.35254752842673,-0.973599605981093,4.64492326816124,10.0989140973902
"14",-31.9019851357185,-25.8563195831402,3.55291469305718,-1.42584432391843,6.11535671243951,-1.82632555694308,-1.79962287253103,-4.62302319786079,-5.21887327337411,-2.65168956054096,6.05670884211689,7.12684948484555,1.84965917015647,-5.14584712208824,-8.70898044385641,-5.83638962914023,-11.352283223845,-2.93307999847404,0.839369038130569,-5.34074562511026,1.56094101881524,1.64839946959566
"15",-34.3991565368808,-24.0859801197673,6.05760117254383,-3.65866233476659,5.01284345881607,-4.96640146469698,-0.32162037024205,-8.23130907490721,-7.12532299518487,-2.90482925844331,7.95771671729658,7.50086737012803,5.6106910245756,-3.74676025315119,-13.0157344639216,-1.93266025057583,-9.80007446896728,-1.35362082347837,-0.305503525629843,-4.2706543635736,0.164806640189217,1.75736233365079
"16",-30.3554212360595,-27.9328362751408,0.494176967120987,-1.34204428595807,6.43153350578214,-2.788831283993,2.22290124951571,-6.60279187667388,-3.44307802458887,-0.305953041993185,5.82443162036409,5.01253974605048,1.4619670854831,-5.09487608047671,-7.70052875377053,-1.01695320292311,-12.466588205837,-0.577871815489634,0.478417606904348,-4.05595767485306,5.2305294639915,1.05057772884996
"17",21.1783541365137,7.53342197994232,-10.0496107307016,6.23478876224916,7.08934286774017,-13.4513857593967,-4.44814853978532,1.8386569537543,7.94550992001056,-7.26815796512443,0.122932021120406,8.57775270507229,-6.12010542278822,-9.8670567060969,-2.48132888210978,1.84059709929219,3.36732485975121,-8.73430560225893,-0.283010829477984,-5.42408851568394,2.82037710204298,3.21222801921497
"18",23.0929711022283,10.6087535647922,-8.50567960001127,4.62824019708521,7.50216225062219,-15.003372372716,-3.04470928265161,2.59669154989565,6.24868802289951,-10.6030896848828,1.44141056568736,6.47073018200472,-4.60261914340136,-7.41761456126002,-1.61255928089797,4.99913049627008,-0.102226600975932,-9.45510252679872,-3.51880426383543,-8.22675656767441,2.24117153751663,4.39896825882191
"19",19.9087582908553,16.1045913195702,-5.70260872015341,8.87038113562343,12.2280110258217,0.748178635490899,2.8583628305661,7.03966955515998,-2.74452854554918,-3.46693592372196,-0.0923931906310926,-0.42717333187782,-0.934641886250838,-0.645591680546897,1.67474703847418,7.33573089901085,-4.75111113042441,-9.15561687818972,2.66758822801402,-0.794274595230217,-5.98864257966101,-2.03809447542128
"20",27.3655676147714,15.1538075408339,-3.13627447403335,8.60118683605201,5.79378597230968,-21.1420635587629,0.782722986734159,7.17447586170056,-0.63307305867553,-8.38046378531733,-2.96854357878049,-1.88610506891767,1.86537147765639,-2.02252776339553,-5.48660965661457,6.91132597284895,-6.46062771455163,-2.54574239196994,-2.24160537938336,-3.71199116670535,-0.689012624277588,1.2755643229581
"21",21.5435738349492,13.1894772224395,-4.96625207385748,4.40286611059173,10.9069748376864,-14.9564382178399,0.994538028610908,6.55355576161248,3.3458206938501,-6.30433136140713,1.37147857719845,3.94059377269281,-0.5883767828326,-3.6317564366721,-0.873844363645481,5.78188577775777,-4.91342570042359,-6.13332637089573,1.38900755853109,-6.51441572976049,-1.67424173674498,1.1600471805461
"22",20.4871123134633,12.935357101047,-7.3532000859087,6.48455489597615,5.35969172824515,-15.057619825569,-0.574096263658703,5.62600496086026,4.11014323054983,-7.76396133225133,2.42490719122295,1.54432206926546,0.469676675543122,-5.64374357721798,-4.29936665877487,4.91048140289236,-2.1038078039263,-4.50078725823796,-2.00301216192915,-6.25403443433621,0.544772809653293,3.45017011262494
"23",20.1537830494415,16.8724932475799,-7.62204268264629,9.99604862734516,11.4280755677004,2.89286745867076,3.71377045162477,6.41854004700202,-2.39006101433479,-3.94070116888427,1.01219123143264,-0.144981881805797,1.03813483596133,-1.13037487997499,3.36111221983336,9.88745948202382,-3.9277967379049,-7.13042365254813,2.03586303070489,-0.232783882113023,-3.40704058283153,-2.69211158212064
"24",17.8132505809221,-1.56496158023252,-7.23526228026047,3.57449639585252,9.19846098467646,-8.28142104817159,0.116840713790748,3.93510396233641,9.09498438194791,-2.54341746523628,4.19569109829429,11.000314278721,-4.11297111108119,-12.1251978943786,-4.35642546323058,1.39604023300414,1.71264425444405,-7.60294002175618,-5.73266541479824,-3.17310578997834,-0.901835078123798,-0.740123327645775
