"","Dim1","Dim2","Dim3","Dim4","Dim5","Dim6","Dim7","Dim8","Dim9","Dim10","Dim11","Dim12","Dim13","Dim14","Dim15","Dim16","Dim17","Dim18","Dim19","Dim20","Dim21","Dim22"
"1",-27.8915496329421,-13.0024306589837,-0.514048357531806,0.42390320478988,-1.38415465235887,-5.42544715371387,1.13325734971886,6.58066467544336,7.1478171515736,4.20084068311824,4.81332729828529,5.9739086942028,-3.23960077610594,-9.09036656241909,3.761824508103,-6.42951131247458,-6.95364210318209,2.15910713747086,5.17254987781238,-0.661855207771655,-6.2491530930897,3.46590450273236
"2",-25.2901699245693,-12.6009769891607,-0.953719892755748,0.145304697420869,-0.433131086637201,-3.95196799278937,2.18590968482582,6.15282222849135,6.43791479187929,5.7330672428636,6.75444089040078,4.21722979415161,-3.24713485410396,-7.58456092539012,3.1661876127478,-4.76433786861938,-6.0319420667917,1.3603619498687,4.63913092992079,-0.411002219282743,-7.23448515757932,2.46320364289774
"3",-29.0706285269558,-16.7488608765997,1.15827964182044,1.11905090134729,-3.58738963629229,-3.25405232482255,-0.638212645049315,8.64643506145132,5.28884545824287,-0.407236832745776,1.74158326044216,2.14386126465188,-1.1714761819959,-6.52435201152189,0.60900737896082,-2.37136748590107,-4.51858488354967,-1.40075489632797,-0.305874157344983,-0.744982135765145,-1.32413888575203,0.500023039959372
"5",-28.5811546919265,-17.9172171020589,0.581117844192872,0.482424361625999,-7.21611038566474,-2.46744665642562,2.04903811826067,8.55861481083004,6.69205679124314,5.15875078223777,2.45574898387433,2.11498554198792,-2.92624129585598,-7.17998724566053,0.365645314306163,0.280271409028941,-6.97835967997244,-2.92740172848431,2.64041687812654,0.562427144801247,-3.64454598008971,-0.838972682976084
"6",-25.3677848888079,-13.2975943514078,-0.580214648578395,0.406981380825964,-0.33504305315021,-4.16695319163517,1.66076365751391,6.73866162472707,6.15775654295934,5.10212949922163,7.14503809013521,4.84641609954928,-2.77127425690753,-7.16030954269634,2.80080253153761,-4.3753547278027,-6.0042907452844,0.485856881421419,4.03813150517699,-0.253800322472917,-5.67363304203443,2.08778268058864
"8",-22.8409211077989,-14.9816807076992,0.220372571519293,-0.545178113078811,-5.11744818943385,-10.761063948555,1.4131911773892,4.69881786832546,6.21703240819804,10.1088874785512,2.81813513122484,3.66933550855025,-0.404823977370515,-8.02982031642388,0.0662749845017332,-2.66945947626233,-9.45075971869402,2.01979598626565,6.33246502720598,0.801246953365708,-6.48243809535061,-1.63998378769516
"10",-29.1561429965748,-16.3954165818011,3.42535898556415,-1.59412278295154,-9.04758070609971,-0.372226863332323,1.58572570384871,8.36234013263609,8.07875408411976,3.66487133003716,1.08007865291925,0.946828352196004,-2.80477942717853,-6.28505907581062,0.754642056448081,0.837984000987337,-5.0655345533213,-0.972951377134401,1.35554031524746,-0.603810400212369,-2.96020113962877,-1.05523509871646
"11",-26.0148068891702,-12.477430759555,-0.566421945122109,0.274116611710026,-1.7410685520994,-4.83699358980984,2.20032654774766,5.11592156919259,6.26312168620878,5.19021503414216,4.65894541133759,4.28965022069432,-3.35663486614015,-8.47406280410541,4.07135765661908,-5.8914133499738,-6.42771582173973,2.20096485994434,5.06321782834901,-0.745141119942328,-6.94939368305458,4.07796864411323
"12",-25.504671538608,-12.1958451146961,-0.755034098555865,0.750661251051716,-1.78626309253096,-4.85621444746745,2.98583318363495,5.60975220469849,6.38504673744623,6.11417603107344,5.55187533065741,3.71206179629677,-3.9138095454897,-7.9996732461159,4.09737245951447,-4.89608081669802,-5.68434753490588,2.40846821695979,5.1389691619233,-1.14238433756072,-6.6679897707769,4.75917853920067
"13",-25.6950776331561,-18.6574972055705,0.714269155815482,2.88451283763305,4.14879256318145,-1.3485564421907,-0.941641797453791,7.44465098286659,2.85424653153939,1.57121944087974,5.49575157793387,4.42441114400965,-3.86584846880691,-1.52939633755406,-1.88160307857562,0.271783588044282,-3.68644311478666,0.553062765052672,-0.12500650545593,-1.35426299906304,-2.71697263061784,1.64070097697083
"14",-25.6980138709239,-12.5926454154587,-0.841749351172335,0.722987374820475,-1.4753394214648,-4.89251488095872,1.59630109527418,5.52964992497301,5.68150179652182,4.65415232648658,5.24478980979871,4.9079712742187,-3.1219041671863,-8.20194941856053,3.51860848435548,-5.88127716172432,-6.5220930988933,1.84528767699986,5.04008842371718,-0.832373353617975,-5.86120346535772,3.49994192095148
"15",-26.4445773784276,-12.55489609482,-0.255659633684549,0.702310483132171,-1.85848195698333,-5.26041963398562,1.69680245936693,6.32747183570696,6.92014488185787,4.55523617284591,4.90783440361777,5.49012071109726,-3.17245194510668,-8.46465316428424,3.49483110998934,-5.51000780598877,-6.7794513402192,1.61213404384349,5.1871012373654,-0.402184462873262,-6.09174651454465,2.96412040201706
"16",-25.4285809094986,-10.6441473590813,1.32921439429309,1.91677871225364,-0.221421013932373,-1.77979726185493,3.53643871723728,5.88845276116733,5.87555777130924,4.94693413404614,4.04775640039339,5.46096564017512,-4.04682703856333,-2.00454238763391,0.332952819226918,-5.19730461161529,-7.09507937525415,-0.337289843444621,5.74105782189316,0.88280528249638,-2.98537190268198,-4.51731022749465
"19",16.6746629733974,18.880902899836,-0.302337426459689,-2.85935962986941,-15.7845679258468,0.387963233582974,-1.40931744095072,-5.21858252822269,2.0073754615907,-3.0115662422273,-2.47668756036231,0.0949117852907786,-0.258250732986799,-2.07003581686176,-4.09335229082162,-8.70418182151094,7.40894736919067,7.35733108609262,2.26326418169898,3.64042607028987,-2.06301478544332,-0.0987934447896834
"20",23.7240810089426,13.4926491874063,1.62310449674229,0.192120878497467,-8.75685476703823,-8.20857361396549,-0.95178316760257,-1.39473882500579,-1.93586217518668,-7.23596487018154,-0.157381920390737,-0.410930825488955,-5.08608649349994,-2.72303270865366,1.77740064956229,-5.52109726585358,2.53550526754466,0.832525842478358,-0.287127014990844,1.03992261229001,-0.657183755250673,4.01273046581731
"21",21.4856912393654,13.7558786995825,-0.410656109398846,1.77405886046058,-10.0081172531529,-7.38643409268788,-0.698265301414577,-1.88820373696863,-2.60853631161299,-6.55477437045841,0.18463927236074,0.12697568920565,-4.16043148434024,-4.50419976517415,-0.648252689781336,-6.36465916833845,7.04811234256923,1.42917233531064,-0.676302140320126,2.3035635698812,-0.877926933892993,0.95626626003155
"22",17.3708227497418,15.7058682033499,-0.632935939687526,0.731405662446702,-9.6311183909549,-3.43471841889672,3.16430247892313,-0.0354810078495802,-4.14053906406524,-3.5002452437906,4.35845813469324,-1.68946470222207,-1.31322870291331,-6.11379702829406,-0.511205812654909,-5.11920887700054,3.97916848002607,3.27759167414014,1.44266240393845,1.30166796833205,-3.61235414425614,0.839783157523895
"23",16.8288591786771,19.5838653858543,-1.89969262563799,-2.75529156754788,-16.3282322003342,2.14588899871472,-1.29531995217517,-5.23859381590059,1.91500633698292,-2.9811046995234,-2.45953989899189,0.959407012367258,0.308126729345214,-2.35873974969167,-4.57150869908637,-9.18453334035291,8.9905727876408,7.27349243409732,2.29442794092268,3.60174414934766,-2.15665335342473,-1.6195446229946
"24",17.3880089326373,2.12799637159827,-6.66495069663133,0.675673794645293,-7.68612447427919,-0.328982141759392,7.19056982727998,3.66506850170401,-12.404120504461,-4.99175265778028,5.41985981873242,4.3634579844814,-2.44610191212264,-5.3986175658976,4.12519303767279,6.51860147580331,7.77229776646546,4.04877443426272,-1.93323873340179,2.56149105080369,-5.28412093614574,-7.4367388222235
"25",14.8698809701789,11.9300548036969,-3.13119100233201,-3.00989750908221,-9.29019554843376,2.51458824518451,2.12441837585547,0.200294026354982,-6.64445865065332,-1.05566656405351,2.83469412024273,-3.75356368491787,-0.647490652496269,-5.36260647816257,-1.92360792001073,-3.97621910130556,5.0085843349614,2.7467942900186,-1.64479237199747,2.29089816253335,-4.04623711569895,0.396144959582419
"26",15.0208495618682,12.3420776417593,-1.80848991348862,-4.38759293445547,-9.86498623090381,4.42390574794201,0.586565164340101,1.33249750736618,-6.56455522447055,-0.0452435705550276,3.05824637009336,-3.64412863881183,-0.799386150446047,-3.69069272915372,-1.25040842546828,-4.84912696509927,5.1865361365212,3.84021575195799,-1.35755569495662,1.3047716937015,-4.14600407617777,-0.170815647713553
"27",15.963978490747,16.3758162809928,-1.26583040918854,-0.635730713397137,-11.0669735519105,-3.71452272014597,0.987723554993099,-1.08631645819503,-2.86340675174646,-3.82821627055796,2.47960445148788,-0.792094977626319,-1.28016924745632,-6.44698614677439,-1.31703479933913,-7.51688993265594,2.90193136909346,2.80902531907916,1.04614141681638,1.5507081295725,-3.16511605982265,0.0518288979835598
"28",21.1284521613579,11.9989640336313,-1.7636414097037,0.747930711308787,-9.07536098088751,-7.97691812255623,1.32328473043022,-0.422150261281976,-7.21643869708625,-6.72798917226463,0.0336543071006488,1.65457467663575,-4.588433442092,-1.67596122087026,2.71202611814886,-0.408494605723187,8.89477462793492,0.421837918087442,-0.123107987774163,1.31015860433719,-2.66327778217761,0.852359743745037
"30",20.7878931397586,8.34858855416928,-5.59212417456938,0.362618822020576,-6.1534068209845,-3.89777681483347,6.14280637022352,-0.343694486043549,-10.9573315882525,-7.36429043099185,1.76458418234994,3.22530041902733,-4.589768374735,-3.97498192403478,1.81283361654968,4.15956663779302,8.62375384518742,3.35426619140448,-0.79288988244532,2.70606467574377,-3.20300927558861,-1.99892490382786
"31",20.21312140504,8.84439676268996,-5.75031791062885,0.660197802467786,-6.5249322130925,-4.51280048167603,5.89023047012797,-0.593326630565399,-10.573605959222,-7.55797534251261,0.781023837023509,2.80709173012632,-5.0428919483768,-3.36489642913632,2.07533089972062,3.11318127066294,8.65735239983569,3.70380237316891,-0.196150888317873,3.14434285396341,-2.89897827662882,-0.869234053792363
"32",17.47713535458,17.6311305849433,0.346354057499022,-1.93003049671735,-13.6688408768084,-2.06233890632471,-1.64369991197193,-3.66363647930401,-0.0599243451912826,-5.03459755322416,1.39905626853429,-0.473925096618255,-3.19996071038661,-5.28045157255564,-2.26585051293384,-7.45109381721667,6.22889046968026,6.78323743645815,3.25020506801663,4.34374473064896,-3.31566592955388,-1.86693133148323
"33",5.95266224107539,-6.83450199329095,-7.53356162356875,-4.3603713499178,6.49288267166458,2.22326797691725,-1.07472349998464,-1.8702628589357,2.37170975420484,0.271030961526545,1.86309759006497,-4.50775857782688,0.538715275154794,0.378529284248577,0.163547801571697,-0.240470630924752,-0.377514511674271,-0.247843391800663,-5.99170075404512,1.17476200113125,2.53037564093305,1.38765677202314
"34",8.34223011121056,-7.11356220845526,-3.97078356743602,-2.46588193476577,0.491235730494201,4.19477579320852,-1.6325721591056,1.55855151032357,-2.38703859329984,2.32159055566516,2.34435203193504,-3.25118018358337,0.620309587416751,-2.34639501601938,-3.14478147972368,0.654713698362241,-2.93105841502885,-1.13650034068764,-2.76504192684322,-1.5766153808286,0.958131152194086,-1.19065454009934
