"","Dim1","Dim2","Dim3","Dim4","Dim5","Dim6","Dim7","Dim8","Dim9","Dim10","Dim11","Dim12","Dim13","Dim14","Dim15","Dim16","Dim17","Dim18","Dim19","Dim20","Dim21","Dim22"
"1",-29.4772144866405,-17.8457542890616,2.23336004053791,0.204188113968007,-5.71166489159057,6.62430865528007,-0.330401863964112,1.64407525174455,6.69498969411339,0.907733436398051,-1.33255071769407,-3.78339697531588,1.78021818337307,6.25871927273253,-6.06493570408842,2.25081850130029,-4.45781073287902,-4.05343679762548,-1.53473754230862,-6.09030761865885,1.6425018955955,1.76061575158396
"2",-24.6329011383894,-13.9549833739871,-0.63127746247297,-0.127877575228055,-3.3063353587407,8.32838598488404,0.9881211542138,-0.143897063923836,2.08202024193467,-4.30334255650985,4.23053201830603,-5.301020963001,-1.38841303627326,5.77669581991356,-7.5956441151569,-0.565433672630392,-2.30805707843157,-3.74797656097208,-3.42020051364923,-6.35275587664627,-1.94982456481699,2.18365710989847
"3",-27.8556390177958,-17.6548103647021,1.79427477596767,1.99392198131861,-5.29283091410794,5.28732954422421,1.03972510937162,3.00420196584166,7.7246320888282,1.70791042119113,-0.253378221538111,-3.53771076934788,1.6445092360065,4.18576104296136,-4.24631316338693,0.840703742675068,-4.09126389358653,-0.973653073412331,-0.219302224523605,-4.33685713227711,1.21839008967236,1.92509073519974
"4",-27.8947024572422,-19.7454778809553,2.65153817096875,3.15929352845823,-7.96051870923681,4.12191821335412,4.11573437984517,2.04495895915418,7.2581168093471,-1.45060262208318,3.85745265021574,-4.4826533553259,1.75351197843786,2.80626413933461,-5.47983197090433,-0.447130042610666,-4.39863808929633,-4.00194926456458,-0.805211672182606,-3.88474114112078,2.85828471125345,4.36894781587569
"5",-27.6333858651104,-19.0246359084541,1.16529770942908,1.7965036552864,-8.49042403380712,4.14921455849126,2.16233974755727,1.99484845108815,6.74885566425475,-1.6122716553352,3.20324148968584,-4.72765041160933,2.23084115729366,3.10782221113792,-5.88538676940003,0.922075624875822,-3.3264138012398,-4.22499913570487,-0.193792248645583,-4.27231066551389,2.34688597276202,3.83826997557208
"6",-24.9911351511752,-14.3607611815045,0.230720651309244,0.14724231858318,-2.96695727824758,7.97653215706362,1.01668346760119,0.193499241154961,3.05791907171194,-2.59115175691896,2.98897247024931,-5.32069495020097,-0.360091147182907,6.14302913191663,-7.35885052805379,-0.477525132423087,-2.73718118889344,-3.78281562926496,-3.54142595461652,-6.41164149126043,-2.22193781876395,1.93052642494963
"7",-25.1047424069597,-14.6906269434985,0.794685688983615,-0.374756490538282,-1.54798911837388,7.86536161117155,0.852589534473655,1.56943648631677,2.93576764684873,-1.44790634100677,2.59207234058183,-5.07467961247406,-0.521366252467769,6.98838055952547,-7.07856422438529,-0.993932284335812,-3.30485589324136,-2.76521889991555,-4.24338342329889,-6.18400828742904,-3.41924880064561,0.970517685603455
"8",-24.8043861388528,-14.0471338447867,-0.920697144249356,-0.240700575282001,-4.65210798315534,8.40662975645696,0.908034155540209,-0.902478684845673,2.96031394103606,-5.68622066902569,4.0203154137398,-4.16883351751536,-1.44122363413118,5.85211236698854,-8.11880679226221,-0.739886927138637,-1.72519940930038,-3.84294869624712,-3.87800604175666,-7.52743601999135,-3.53762114616297,3.84976059445103
"9",-25.7245109163511,-14.0445996971628,-0.373251489540309,-0.616827909827305,-2.9810254243603,8.90666559303059,-1.01213075507018,1.12284328824738,1.95689396528619,-1.19203279437044,1.41205389172646,-4.74149250396545,-1.04667638690879,6.70783258382951,-6.09082804469441,-0.549727702181313,-3.35980697488435,-3.89239746168129,-3.14269812514998,-6.83880846726785,-3.8883950961092,1.57942752484853
"10",-28.059589612153,-18.6100176969767,3.45758886927806,0.752761419937817,-9.00227643561496,3.09472626588704,3.24507232960517,0.467855198002285,8.50634099843093,-1.29560829542531,1.35496939085274,-1.82782459525208,2.50783598156413,4.38627876438783,-3.57502391080742,2.63502255866943,-1.93527655473245,-4.05807815788749,-0.918649689428537,-2.97261182999067,4.39267472093872,2.12468861492493
